9884,2391,FORESTTHIEF,74,49,1014
9885,2391,FORESTTHIEF,71,51,1014
9886,2391,FORESTTHIEF,74,54,1014
9887,2391,FORESTTHIEF,79,49,1014
9888,2391,FORESTTHIEF,85,52,1014
9889,2391,FORESTTHIEF,90,29,1014
9890,2391,FORESTTHIEF,95,32,1014
9891,2391,FORESTTHIEF,99,24,1014
9892,2391,FORESTTHIEF,106,26,1014
9893,2391,FORESTTHIEF,103,23,1014
9894,2391,FORESTTHIEF,110,23,1014
9895,2391,FORESTTHIEF,115,29,1014
9896,2391,FORESTTHIEF,123,40,1014
9897,2391,FORESTTHIEF,123,37,1014
9898,2391,FORESTTHIEF,113,17,1014
9899,2391,FORESTTHIEF,101,39,1014
9900,2391,FORESTTHIEF,113,55,1014
9901,2391,FORESTTHIEF,114,51,1014
9902,2391,FORESTTHIEF,121,53,1014
9903,2391,FORESTTHIEF,110,74,1014
9904,2391,FORESTTHIEF,109,70,1014
9905,2391,FORESTTHIEF,115,72,1014
9906,2391,FORESTTHIEF,114,69,1014
9907,2391,FORESTTHIEF,119,82,1014
9908,2391,FORESTTHIEF,122,82,1014
9909,2391,FORESTTHIEF,120,88,1014
9910,2391,FORESTTHIEF,126,80,1014
9911,2391,FORESTTHIEF,135,81,1014
9912,2391,FORESTTHIEF,145,84,1014
9913,2391,FORESTTHIEF,141,77,1014
9914,2391,FORESTTHIEF,148,79,1014
9915,2391,FORESTTHIEF,145,71,1014
9916,2391,FORESTTHIEF,150,75,1014
9917,2391,FORESTTHIEF,145,62,1014
9918,2391,FORESTTHIEF,146,52,1014
9919,2391,FORESTTHIEF,150,54,1014
9920,2391,FORESTTHIEF,155,59,1014
9921,2391,FORESTTHIEF,158,64,1014
9922,2391,FORESTTHIEF,155,70,1014
9923,2391,FORESTTHIEF,127,101,1014
9924,2391,FORESTTHIEF,123,103,1014
9925,2391,FORESTTHIEF,125,108,1014
9926,2391,FORESTTHIEF,120,106,1014
9927,2391,FORESTTHIEF,118,108,1014
9928,2391,FORESTTHIEF,122,115,1014
9929,2391,FORESTTHIEF,111,106,1014
9930,2391,FORESTTHIEF,113,105,1014
9931,2391,FORESTTHIEF,115,101,1014
9932,2391,FORESTTHIEF,105,113,1014
9933,2391,FORESTTHIEF,102,111,1014
9934,2391,FORESTTHIEF,100,120,1014
9935,2391,FORESTTHIEF,100,128,1014
9936,2391,FORESTTHIEF,74,118,1014
9937,2391,FORESTTHIEF,70,125,1014
9938,2391,FORESTTHIEF,66,126,1014
9939,2391,FORESTTHIEF,75,137,1014
9940,2391,FORESTTHIEF,79,139,1014
9941,2391,FORESTTHIEF,79,135,1014
9942,2391,FORESTTHIEF,76,146,1014
9943,2391,FORESTTHIEF,71,150,1014
9944,2391,FORESTTHIEF,64,152,1014
9945,2391,FORESTTHIEF,68,154,1014
9946,2391,FORESTTHIEF,68,149,1014
9947,2391,FORESTTHIEF,71,147,1014
9948,2391,FORESTTHIEF,58,148,1014
9949,2391,FORESTTHIEF,58,152,1014
9950,2391,FORESTTHIEF,58,149,1014
9951,2391,FORESTTHIEF,58,147,1014
9952,2391,FORESTTHIEF,53,147,1014
9953,2391,FORESTTHIEF,54,145,1014
9954,2391,FORESTTHIEF,53,140,1014
9955,2391,FORESTTHIEF,52,137,1014
9956,2391,FORESTTHIEF,52,133,1014
9957,2391,FORESTTHIEF,40,126,1014
9958,2391,FORESTTHIEF,41,124,1014
9959,2391,FORESTTHIEF,40,119,1014
9960,2391,FORESTTHIEF,40,116,1014
9961,2391,FORESTTHIEF,34,114,1014
9962,2391,FORESTTHIEF,31,114,1014
9963,2391,FORESTTHIEF,31,111,1014
9964,2391,FORESTTHIEF,36,110,1014
9965,2391,FORESTTHIEF,35,107,1014
9966,2391,FORESTTHIEF,32,104,1014
9967,2391,FORESTTHIEF,34,103,1014
9968,2391,FORESTTHIEF,26,103,1014
9969,2391,FORESTTHIEF,29,89,1014
9970,2391,FORESTTHIEF,34,91,1014
9971,2391,FORESTTHIEF,30,91,1014
9972,2391,FORESTTHIEF,45,91,1014
9973,2391,FORESTTHIEF,48,94,1014
9974,2391,FORESTTHIEF,53,92,1014
9975,2391,FORESTTHIEF,60,92,1014
9976,2391,FORESTTHIEF,62,90,1014
9977,2391,FORESTTHIEF,56,108,1014
9978,2391,FORESTTHIEF,53,112,1014
9979,2391,FORESTTHIEF,50,108,1014
9980,2391,FORESTTHIEF,51,106,1014
9981,2391,FORESTTHIEF,59,108,1014
9982,2391,FORESTTHIEF,57,112,1014
9983,2391,FORESTTHIEF,57,105,1014
9984,2391,FORESTTHIEF,74,78,1014
9985,2391,FORESTTHIEF,72,79,1014
9986,2391,FORESTTHIEF,79,80,1014
9987,2997,PLAINSTHIEF,78,50,1014
9988,2997,PLAINSTHIEF,110,22,1014
9989,2997,PLAINSTHIEF,112,73,1014
9990,2997,PLAINSTHIEF,141,83,1014
9991,2997,PLAINSTHIEF,105,115,1014
9992,2997,PLAINSTHIEF,77,143,1014
9993,2997,PLAINSTHIEF,54,108,1014
9994,2997,PLAINSTHIEF,30,112,1014
9995,2996,THIEFLEADER,51,94,1014
9996,2996,THIEFLEADER,129,79,1014
