200,1300,85,279,70,40,5,1,15
200,1300,101,353,40,63,4,1,15
200,1300,153,401,90,63,6,1,15
200,1300,232,175,37,24,2,1,15
200,1300,333,253,90,63,6,1,15
200,1300,342,171,46,60,4,1,15
200,1300,265,131,67,41,4,1,15
201,1300,276,196,45,72,5,1,15
201,1300,309,597,44,51,3,1,39
201,1300,257,549,40,63,3,1,39
201,1300,207,518,40,30,2,1,39
201,1300,317,514,25,26,1,1,39
201,1300,241,473,62,55,3,1,39
201,1300,362,605,36,30,2,1,39
201,1300,388,371,40,24,2,1,39
201,1300,220,347,38,24,2,1,39
201,1300,347,378,30,26,2,1,39
201,1300,253,304,70,53,5,1,39
201,1300,329,343,26,25,1,1,39
201,1300,320,425,90,64,6,1,39
201,1300,162,319,65,60,5,1,39
201,1300,52,323,35,25,2,1,39
201,1300,85,279,70,40,5,1,39
201,1300,101,353,40,63,4,1,39
201,1300,153,401,90,63,6,1,39
201,1300,342,171,46,60,4,1,39
201,1300,265,131,67,41,4,1,39
201,1300,276,196,45,72,5,1,39
201,1300,232,175,37,24,2,1,39
201,1300,333,253,90,63,6,1,39
201,1300,264,368,45,72,5,1,18
201,1300,421,327,68,41,3,1,18
201,1300,433,155,70,54,5,1,18
201,1300,510,196,45,56,3,1,18
201,1300,489,449,90,60,6,1,18
201,1300,498,367,46,60,3,1,18
201,1300,501,277,90,65,6,1,18
201,1300,432,392,45,72,4,1,18
201,1300,400,199,37,24,2,1,18
201,1300,444,220,55,72,5,1,18
201,1300,264,368,45,72,5,1,33
201,1300,421,327,68,41,3,1,33
201,1300,433,155,70,54,5,1,33
201,1300,510,196,45,56,3,1,33
201,1300,489,449,90,60,6,1,43
201,1300,498,367,46,60,3,1,33
201,1300,501,277,90,65,6,1,43
201,1300,432,392,45,72,4,1,33
201,1300,400,199,37,24,2,1,18
201,1300,444,220,55,72,5,1,33
3142,1351,119,87,11,11,3,10,6
3141,1351,79,114,17,17,3,10,6
3141,1351,54,146,9,24,3,10,6
3141,1351,25,125,20,2,3,10,6
3142,1351,156,48,20,2,3,10,6
3141,1351,192,81,20,7,3,10,8
3141,1351,152,160,24,6,3,10,6
3141,1351,185,216,23,13,3,10,6
3141,1351,162,243,15,10,3,10,6
3141,1351,245,278,20,10,3,10,6
3142,1351,206,314,24,9,3,10,6
3141,1351,346,282,28,11,3,10,6
3141,1351,382,275,25,6,3,10,6
3142,1351,221,114,25,19,3,10,6
3141,1351,116,191,20,9,3,10,6
3141,1351,424,398,24,15,3,10,6
3141,1351,462,363,24,10,3,10,6
3143,1351,218,133,30,30,1,43200,30
3141,1351,77,134,24,10,3,10,6
3141,1351,100,128,9,24,3,10,6
3141,1351,112,91,17,17,3,10,6
3142,1351,140,65,11,11,3,10,6
3142,1351,150,57,20,2,3,10,6
3141,1351,192,81,20,7,3,10,8
3141,1351,179,72,20,7,3,10,8
3141,1351,229,147,24,10,3,10,6
3141,1351,224,175,23,13,3,10,6
3141,1351,254,161,30,10,3,10,6
3141,1351,245,278,20,10,3,10,6
3142,1351,220,152,24,9,3,10,6
3141,1351,210,163,20,5,3,10,6
3141,1351,233,179,20,2,3,10,6
3141,1351,305,224,25,16,3,10,6
3142,1351,324,217,8,28,3,10,6
3141,1351,301,242,25,9,3,10,6
3141,1351,254,146,24,15,3,10,6
3141,1351,215,154,24,10,3,10,6
3141,1351,241,150,24,10,3,10,6
3141,1351,224,178,20,10,3,10,6
3141,1351,222,160,20,4,3,10,6
3141,1351,278,165,4,20,3,10,6
3141,1351,316,212,28,10,3,10,6
3141,1351,310,224,28,10,3,10,6
3141,1351,112,94,20,14,3,10,6
3141,1351,141,70,20,10,3,10,6
3141,1351,167,61,20,10,3,10,6
3141,1351,185,75,20,10,3,10,6
3141,1351,207,100,20,5,3,10,6
3141,1351,184,125,5,2,3,10,6
3141,1351,198,111,5,5,3,10,3
3141,1351,208,102,9,5,3,10,6
3141,1351,180,131,15,10,3,10,6
3141,1351,164,146,15,10,3,10,6
3141,1351,146,175,24,24,3,10,6
3141,1351,133,184,24,10,3,10,6
3141,1351,105,206,24,10,3,10,6
3141,1351,103,214,15,14,3,10,6
3141,1351,137,179,15,14,3,10,6
3141,1351,175,183,24,30,3,10,6
3141,1351,199,202,24,30,3,10,6
3141,1351,154,265,24,20,3,10,6
3141,1351,181,293,9,15,3,10,6
3141,1351,233,302,28,30,3,10,6
15,1077,600,500,103,145,8,1,18
3141,1351,237,308,30,15,3,10,6
3141,1351,233,297,12,15,3,10,6
3141,1351,238,291,24,10,3,10,6
3141,1351,275,309,4,20,3,10,6
3141,1351,294,332,4,20,3,10,6
3141,1351,300,343,20,5,3,10,6
3141,1351,311,350,6,20,3,10,6
3141,1351,327,383,30,10,3,10,6
3141,1351,306,404,20,10,3,10,6
3141,1351,355,356,30,10,3,10,6
3141,1351,342,268,10,30,3,10,6
3141,1351,302,243,60,20,3,10,6
3141,1351,262,153,24,10,3,10,6
3141,1351,227,178,24,30,3,10,6
3141,1351,209,156,10,30,3,10,6
3141,1351,21,128,20,20,3,10,6
3141,1351,76,139,20,20,3,10,6
3141,1351,97,108,20,20,3,10,6
3141,1351,133,79,30,20,3,10,8
3141,1351,154,56,20,20,3,10,6
3144,1352,79,253,20,20,3,10,10
3144,1352,111,203,9,24,3,10,7
3144,1352,224,280,18,17,3,10,7
3144,1352,260,319,20,30,3,10,7
3144,1352,292,271,10,20,3,10,7
3144,1352,298,338,20,7,3,10,7
3145,1352,275,358,30,6,3,10,7
3145,1352,255,376,23,13,3,10,7
3145,1352,222,411,15,10,3,10,3
3144,1352,193,374,30,20,3,10,7
3144,1352,230,341,30,20,3,10,7
3144,1352,171,343,30,11,3,10,7
3144,1352,183,193,25,10,3,10,7
3144,1352,154,163,25,19,3,10,7
3144,1352,133,125,15,20,3,10,7
3144,1352,183,132,30,15,3,10,8
3145,1352,224,90,24,10,3,10,7
3144,1352,262,65,30,20,3,10,7
3144,1352,218,217,9,24,3,10,7
3144,1352,286,151,11,11,3,10,7
3144,1352,203,109,40,10,3,10,8
3144,1352,191,55,30,10,3,10,7
3144,1352,296,221,40,20,3,10,9
3144,1352,254,260,40,10,3,10,7
3144,1352,294,400,30,10,3,10,7
3144,1352,321,310,30,10,3,10,7
3144,1352,355,275,20,10,3,10,7
3144,1352,411,219,30,10,3,10,7
3145,1352,393,189,30,20,3,10,7
3145,1352,350,230,40,20,3,10,7
3144,1352,359,207,40,20,3,10,7
3144,1352,316,188,8,28,3,10,7
3144,1352,189,252,25,9,3,10,7
3144,1352,190,315,24,15,3,10,7
3144,1352,302,460,40,10,3,10,10
3144,1352,333,426,40,10,3,10,8
3144,1352,394,444,20,30,3,10,7
3144,1352,242,392,30,10,3,10,7
3144,1352,314,444,30,20,3,10,7
3144,1352,459,540,30,10,3,10,7
3144,1352,513,563,20,30,3,10,7
3144,1352,499,498,20,14,3,10,7
3144,1352,519,482,20,10,3,10,7
3145,1352,552,440,30,30,3,10,7
3145,1352,525,416,20,5,3,10,7
3144,1352,486,291,30,20,3,10,7
3145,1352,388,262,30,15,3,10,7
3145,1352,399,236,9,5,3,10,3
3145,1352,448,311,15,10,3,10,7
3144,1352,410,349,25,10,3,10,7
3144,1352,429,331,30,15,3,10,8
3144,1352,479,532,25,10,3,10,7
3144,1352,161,230,30,10,3,10,8
3144,1352,137,254,30,10,3,10,8
3144,1352,136,304,30,10,3,10,8
3144,1352,115,275,30,10,3,10,8
3144,1352,125,191,30,20,3,10,10
3145,1352,154,147,24,20,3,10,7
3145,1352,322,245,9,15,3,10,3
3145,1352,357,527,30,10,3,10,8
3145,1352,383,503,30,10,3,10,8
3144,1352,408,526,30,10,3,10,10
3144,1352,440,560,20,10,3,10,10
3144,1352,481,645,30,10,3,10,10
3144,1352,556,521,30,10,3,10,8
3144,1352,561,506,20,30,3,10,10
3144,1352,556,467,30,20,3,10,8
3144,1352,630,447,30,10,3,10,10
3145,1352,658,468,30,10,3,10,7
3145,1352,454,431,10,30,3,10,7
3145,1352,440,443,60,20,3,10,7
3144,1352,408,419,24,10,3,10,7
3144,1352,370,327,20,30,3,10,7
3144,1352,377,385,24,10,3,10,7
3146,1352,504,622,30,30,1,43200,30
3144,1352,233,297,60,20,3,10,7
3144,1352,34,182,35,28,3,10,7
3144,1352,79,279,10,30,3,10,10
3144,1352,133,79,30,20,3,10,7
3144,1352,586,493,30,20,3,10,7
3144,1352,536,432,24,20,3,10,7
3144,1352,579,483,24,30,3,10,7
3144,1352,620,511,24,10,3,10,7
3144,1352,645,488,30,10,3,10,7
3144,1352,633,503,20,10,3,10,7
3144,1352,603,529,20,10,3,10,7
3144,1352,543,591,20,10,3,10,9
3144,1352,507,628,20,10,3,10,9
3144,1352,469,618,20,10,3,10,9
3144,1352,444,643,20,10,3,10,9
3144,1352,485,600,20,10,3,10,9
3144,1352,428,586,30,20,3,10,10
3144,1352,399,568,15,30,3,10,7
3144,1352,428,586,15,30,3,10,7
3144,1352,452,490,30,10,3,10,7
3144,1352,480,415,30,10,3,10,7
3144,1352,539,433,20,30,3,10,7
3144,1352,502,392,30,10,3,10,7
3144,1352,516,317,30,60,3,10,7
3144,1352,499,397,30,10,3,10,7
3144,1352,388,403,30,10,3,10,7
3144,1352,361,358,20,60,3,10,10
3144,1352,271,426,30,12,3,10,7
3144,1352,330,445,30,10,3,10,7
3144,1352,377,428,10,30,3,10,7
3144,1352,277,446,20,60,3,10,10
3144,1352,318,382,20,10,3,10,7
3144,1352,359,356,60,20,3,10,10
3144,1352,315,389,60,10,3,10,7
3144,1352,348,294,60,10,3,10,7
3144,1352,317,228,60,10,3,10,7
3144,1352,222,263,30,25,3,10,10
3144,1352,203,269,10,30,3,10,10
3144,1352,89,238,30,20,3,10,10
3144,1352,166,214,30,20,3,10,10
3144,1352,277,253,30,20,3,10,10
3144,1352,295,291,30,20,3,10,10
3144,1352,272,252,30,20,3,10,10
3144,1352,298,274,30,20,3,10,10
3144,1352,320,328,30,20,3,10,10
3144,1352,217,366,40,20,3,10,10
3144,1352,168,357,30,20,3,10,10
3144,1352,219,363,30,20,3,10,10
3144,1352,164,350,30,20,3,10,10
3144,1352,217,364,30,20,3,10,10
3144,1352,174,365,30,10,3,10,7
3144,1352,144,140,10,10,3,10,7
3144,1352,103,150,30,10,3,10,7
3144,1352,155,116,10,30,3,10,7
