6055,VIP6Box,2,2806,5000,34,49,0,0,1,1
5050,Quest`s Master,2,11280,1002,361,322,0,0,1,1
250121,PVPPoints,2,8930,1002,438,346,0,0,1,1
52100,ConqRay,2,33247,3935,421,367,0,0,1,1
52101,ConqRay,2,33247,3935,191,310,0,0,1,1
52102,ConqRay,2,33246,3935,198,407,0,0,1,1
52103,ConqRay,2,33244,3935,304,518,0,0,1,1
81702,PVEPoints,2,8630,1002,432,360,0,0,1,1
252525,KnightGame,2,34400,1002,403,286,0,0,1,1
55057,Set+12,2,20046,1002,413,384,0,0,1,1
770003,BossPoints,2,36502,1002,463,367,0,0,1,1
812132,Bless,2,6686,1036,212,207,0,0,1,1
349190,SoulsTrade,2,50110,1002,446,361,0,0,1,1
770002,OnlinePoints,2,1816,1002,413,379,0,0,1,1
103003,Five(n)Out,2,50210,1002,472,309,0,0,1,1
91345,NobilityPK,2,50230,1002,447,350,0,0,1,1	
103004,FrozenSky,2,16570,1002,469,349,0,0,1,1
52006,KingOfTheHill,2,50190,1002,461,349,0,0,1,1
790,PassTheBomb,2,48440,1002,443,331,0,0,1,1
782567,Set+12,2,8630,5000,50,50,0,0,1,1
55057,Set+12,2,8630,5000,80,80,0,0,1,1
2021,StoneChange,2,11906,1002,422,378,0,0,1,1
778,DragonWar,2,50246,1002,422,330,0,0,1,1
81703,LevelUpMap,2,1577,1002,448,444,0,0,1,1
52315,BossTeleport,2,8942,1002,456,378,0,0,1,1
52000,TreasureThief,2,22270,1002,447,246,0,0,1,1
12031,CityWar,2,2706,1002,421,368,0,0,1,1
8311,TrinityPoints,2,5106,1002,424,341,0,0,1,1
779,Lastmanstanding,2,160,1002,476,346,0,0,1,1
29680,TrinityEnvoy,2,4450,1002,438,377,0,0,1,1
30015,ItemPromotion,2,5020,1004,51,49,0,0,1,1
25013,SunKing,2,50050,3983,428,360,0,0,1,1
821,[TwinCity],10,1137,8839,131,127,40000000,40000000,17,1
822,[PhoenixCity],10,1137,8839,133,253,40000000,40000000,17,1
823,[ApeCity],10,1137,8839,253,253,40000000,40000000,17,1
824,[DesertCity],10,1137,8839,253,125,40000000,40000000,17,1
825,[BirdIsland],10,1137,8839,195,207,40000000,40000000,17,1
25005,GoldenCicada,2,50977,3983,85,70,0,0,1,1
810,Pole,10,1137,1038,84,99,40000000,40000000,17,1
516074,LeftGate,26,241,1038,163,210,10000000,10000000,21,0
516075,RightGate,26,277,1038,222,177,10000000,10000000,21,0
20571,FlagBase[1],21,8686,2057,326,447,40000000,40000000,21,1
20572,FlagBase[2],21,8686,2057,214,269,40000000,40000000,21,1
20573,FlagBase[3],21,8686,2057,207,98,40000000,40000000,21,1
516076,SWInLeftGate,26,277,3868,175,138,10000000,10000000,21,0
516077,SWInRightGate,26,277,3868,281,143,10000000,10000000,21,0
516078,SWLeftGata,26,241,3868,168,242,10000000,10000000,21,0
516079,SWMidleGate,26,241,3868,223,220,10000000,10000000,21,0
516080,SWRightGate,26,241,3868,290,241,10000000,10000000,21,0
5009,Scarecrow,22,437,1039,50,170,200000,200000,17,0
6003,Stake,21,427,1039,32,208,200000,200000,17,0
6002,Stake,21,427,1039,28,212,200000,200000,17,0
6001,Stake,21,427,1039,24,216,200000,200000,17,0
6000,Stake,21,427,1039,20,220,200000,200000,17,0
5461,Scarecrow,22,1527,1039,479,271,200000,200000,17,0
5460,Scarecrow,22,1527,1039,475,275,200000,200000,17,0
5459,Scarecrow,22,1527,1039,471,279,200000,200000,17,0
5458,Scarecrow,22,1527,1039,467,283,200000,200000,17,0
5457,Scarecrow,22,1527,1039,463,287,200000,200000,17,0
5456,Scarecrow,22,1527,1039,459,291,200000,200000,17,0
5455,Scarecrow,22,1527,1039,455,295,200000,200000,17,0
5454,Scarecrow,22,1527,1039,447,303,200000,200000,17,0
5453,Scarecrow,22,1527,1039,443,307,200000,200000,17,0
5452,Scarecrow,22,1527,1039,439,311,200000,200000,17,0
5451,Scarecrow,22,1527,1039,435,315,200000,200000,17,0
5450,Scarecrow,22,1527,1039,431,319,200000,200000,17,0
5449,Scarecrow,22,1527,1039,427,323,200000,200000,17,0
5448,Scarecrow,22,1527,1039,423,327,200000,200000,17,0
5447,Scarecrow,22,1527,1039,415,335,200000,200000,17,0
5445,Scarecrow,22,1527,1039,407,343,200000,200000,17,0
5446,Scarecrow,22,1527,1039,411,339,200000,200000,17,0
5444,Scarecrow,22,1527,1039,403,347,200000,200000,17,0
5442,Scarecrow,22,1527,1039,395,355,200000,200000,17,0
5443,Scarecrow,22,1527,1039,399,351,200000,200000,17,0
5441,Scarecrow,22,1527,1039,391,359,200000,200000,17,0
5439,Scarecrow,22,1037,1039,359,391,200000,200000,17,0
5440,Scarecrow,22,1037,1039,363,387,200000,200000,17,0
5438,Scarecrow,22,1037,1039,355,395,200000,200000,17,0
5436,Scarecrow,22,1037,1039,347,403,200000,200000,17,0
5437,Scarecrow,22,1037,1039,351,399,200000,200000,17,0
5435,Scarecrow,22,1037,1039,343,407,200000,200000,17,0
5433,Scarecrow,22,1037,1039,331,419,200000,200000,17,0
5434,Scarecrow,22,1037,1039,339,411,200000,200000,17,0
5002,Scarecrow,22,437,1039,18,202,200000,200000,17,0
5003,Scarecrow,22,437,1039,22,198,200000,200000,17,0
5004,Scarecrow,22,437,1039,26,194,200000,200000,17,0
5005,Scarecrow,22,437,1039,30,190,200000,200000,17,0
5006,Scarecrow,22,437,1039,34,186,200000,200000,17,0
5007,Scarecrow,22,437,1039,42,178,200000,200000,17,0
5008,Scarecrow,22,437,1039,46,174,200000,200000,17,0
5432,Scarecrow,22,1037,1039,327,423,200000,200000,17,0
5431,Scarecrow,22,1037,1039,323,427,200000,200000,17,0
5430,Scarecrow,22,1037,1039,319,431,200000,200000,17,0
5429,Scarecrow,22,1037,1039,315,435,200000,200000,17,0
5428,Scarecrow,22,1037,1039,311,439,200000,200000,17,0
5427,Scarecrow,22,1037,1039,307,443,200000,200000,17,0
