3601,2,2177,1700,607,637
3623,1,2350,1700,617,639
3623,2,2350,1700,617,639
600003,2,6100,1042,19,19
600005,2,6127,1043,6,66
600011,2,6127,1046,6,66
600007,2,6127,1044,6,66
600009,2,6127,1045,6,66
600015,2,6127,1048,6,66
600013,2,6127,1047,6,66
770011,2,7717,1020,574,620
770021,2,7717,1015,720,561
770031,2,7717,1000,499,716
770041,2,7717,1011,260,285
600018,2,6132,1050,184,165
600019,2,6132,1050,160,161
600020,2,6132,1050,132,124
600021,2,6132,1050,183,187
600022,2,6132,1050,100,109
600023,2,6132,1050,81,103
600050,2,6206,1002,41,417,Fortuneteller
4293,2,18096,1002,46,395,Mine Assistant
103011,2,7190,2090,56,23
9391,2,50070,1004,65,33,Pirate Lord
5053,2,9720,5000,456,346,Scarecrow
5054,2,48594,5000,50,51,Scarecrow
5057,2,48496,5000,70,70,Scarecrow
770005,2,9350,1002,424,247
8592,2,11220,1002,441,241
770004,2,7046,1002,435,450,Monster Points
4026312,2,317,2057,482,367
168052,2,317,2068,46,45
8616,2,11280,1004,69,40
81701,2,2910,1002,422,289
1153,2,6520,1351,489,372
1154,2,6520,1352,670,465
1155,2,6520,1353,790,545
1156,2,6520,1354,7,292
50,16,1086,1036,118,217
51,16,1086,1036,118,213
52,16,1086,1036,118,209
53,16,1086,1036,118,205
54,16,1086,1036,118,201
55,16,1086,1036,118,197
56,16,1086,1036,118,193
57,16,1086,1036,118,189
58,16,1086,1036,118,185
59,16,1086,1036,118,181
60,16,1086,1036,118,177
61,16,1086,1036,118,173
62,16,1086,1036,125,217
63,16,1086,1036,125,213
64,16,1086,1036,125,209
65,16,1086,1036,125,205
66,16,1086,1036,125,201
67,16,1086,1036,125,197
68,16,1086,1036,125,193
69,16,1086,1036,125,189
70,16,1086,1036,125,185
71,16,1086,1036,125,181
72,16,1086,1036,125,177
73,16,1086,1036,125,173
4261,1,6056,1036,205,179
74,16,1086,1036,150,217
75,16,1086,1036,150,213
76,16,1086,1036,150,209
77,16,1086,1036,150,205
78,16,1086,1036,150,201
79,16,1086,1036,150,197
80,16,1086,1036,150,193
81,16,1086,1036,150,189
82,16,1086,1036,150,185
83,16,1086,1036,150,181
84,16,1086,1036,150,177
85,16,1086,1036,150,173
86,16,1086,1036,157,217
87,16,1086,1036,157,213
88,16,1086,1036,157,209
89,16,1086,1036,157,205
90,16,1086,1036,157,201
91,16,1086,1036,157,197
92,16,1086,1036,157,193
93,16,1086,1036,157,189
94,16,1086,1036,157,185
95,16,1086,1036,157,181
96,16,1086,1036,157,177
97,16,1086,1036,157,173
98,16,1086,1036,178,268
99,16,1086,1036,178,263
100,16,1086,1036,178,258
101,16,1086,1036,178,253
102,16,1086,1036,178,248
103,16,1086,1036,178,243
104,16,1086,1036,185,268
105,16,1086,1036,185,263
106,16,1086,1036,185,258
107,16,1086,1036,185,253
108,16,1086,1036,185,248
109,16,1086,1036,185,243
110,16,1086,1036,210,268
111,16,1086,1036,210,263
112,16,1086,1036,210,258
113,16,1086,1036,210,253
114,16,1086,1036,210,248
115,16,1086,1036,210,243
116,16,1086,1036,217,268
117,16,1086,1036,217,263
